STATION,NAME,DATE,MLY-DUTR-NORMAL,MLY-DUTR-STDDEV,MLY-PRCP-25PCTL,MLY-PRCP-50PCTL,MLY-PRCP-75PCTL,MLY-PRCP-AVGNDS-GE001HI,MLY-PRCP-AVGNDS-GE010HI,MLY-PRCP-AVGNDS-GE050HI,MLY-PRCP-AVGNDS-GE100HI,MLY-PRCP-NORMAL
USC00300870,"BREWERTON LOCK 23, NY US",3,20.1,,2.36,3.12,4.02,13.2,8.2,2.0,0.5,3.41
USC00300870,"BREWERTON LOCK 23, NY US",5,22.2,,2.43,3.52,4.93,13.4,8.2,2.2,0.5,3.66
USC00300870,"BREWERTON LOCK 23, NY US",6,21.7,,2.52,3.6,4.76,12.7,8.0,2.5,0.6,3.74
USC00300870,"BREWERTON LOCK 23, NY US",7,22.1,,2.5,3.17,4.4,12.0,7.0,2.6,0.8,3.73
USC00300870,"BREWERTON LOCK 23, NY US",8,21.8,,3.19,4.13,4.85,11.9,7.2,2.9,0.7,3.97
USC00300870,"BREWERTON LOCK 23, NY US",9,23.1,,3.27,4.45,4.89,13.0,8.6,3.2,0.9,4.3
USC00300870,"BREWERTON LOCK 23, NY US",10,19.3,,3.19,3.63,5.46,15.8,9.5,2.6,0.8,4.24
USC00300870,"BREWERTON LOCK 23, NY US",11,16.7,,3.48,4.32,4.78,15.8,10.3,2.5,0.6,4.16
USC00300870,"BREWERTON LOCK 23, NY US",12,15.7,,3.07,4.0,5.25,16.1,10.1,2.9,0.3,4.13
USC00304575,"LANSING MANOR, NY US",1,21.5,2.6,,,,,,,,2.72
USC00304575,"LANSING MANOR, NY US",2,22.1,3.0,,,,,,,,2.27
USC00304575,"LANSING MANOR, NY US",3,21.6,3.1,,,,,,,,3.28
USC00304575,"LANSING MANOR, NY US",4,23.2,2.4,,,,,,,,3.57
USC00304575,"LANSING MANOR, NY US",5,25.0,2.2,,,,,,,,3.84
USC00304575,"LANSING MANOR, NY US",6,23.5,2.9,,,,,,,,4.29
USC00304575,"LANSING MANOR, NY US",7,24.4,1.8,,,,,,,,4.64
USC00304575,"LANSING MANOR, NY US",8,23.7,1.8,,,,,,,,3.66
USC00304575,"LANSING MANOR, NY US",9,23.8,2.1,,,,,,,,3.87
USC00304575,"LANSING MANOR, NY US",10,23.7,2.3,,,,,,,,4.02
USC00304575,"LANSING MANOR, NY US",11,20.4,2.3,,,,,,,,3.14
USC00304575,"LANSING MANOR, NY US",12,19.6,2.2,,,,,,,,3.04
USC00304731,"LIBERTY 1 NE, NY US",1,17.2,2.2,2.32,3.51,4.74,9.9,7.4,2.6,0.8,3.61
USC00304731,"LIBERTY 1 NE, NY US",2,18.5,2.2,1.88,2.42,3.45,8.1,6.0,2.0,0.5,2.82
USC00304731,"LIBERTY 1 NE, NY US",3,19.9,2.6,2.69,3.85,4.74,10.3,7.4,2.6,0.9,3.83
USC00304731,"LIBERTY 1 NE, NY US",4,22.0,2.2,3.05,4.38,5.85,11.6,8.3,2.9,1.1,4.47
USC00304731,"LIBERTY 1 NE, NY US",6,22.1,3.0,3.03,4.71,6.19,12.4,9.0,3.3,1.0,4.89
USC00304731,"LIBERTY 1 NE, NY US",7,21.8,2.0,2.89,4.88,6.2,11.6,9.2,3.1,1.3,4.73
USC00304731,"LIBERTY 1 NE, NY US",8,22.0,1.9,2.7,4.33,5.68,11.1,8.1,3.1,1.3,4.59
USC00304731,"LIBERTY 1 NE, NY US",9,22.2,2.4,2.56,4.09,6.59,10.1,7.0,2.9,1.6,4.87
USC00304731,"LIBERTY 1 NE, NY US",10,21.6,2.4,3.04,4.21,5.51,10.7,7.7,3.2,1.4,4.53
USC00304731,"LIBERTY 1 NE, NY US",12,15.3,1.8,2.86,3.91,5.61,10.5,7.5,3.3,1.0,4.21
USC00308932,"WALTON 2, NY US",1,21.8,3.0,,,,,,,,3.46
USC00308932,"WALTON 2, NY US",2,22.7,2.9,,,,,,,,2.64
USC00308932,"WALTON 2, NY US",3,24.6,2.3,,,,,,,,3.23
USC00308932,"WALTON 2, NY US",4,26.8,2.1,,,,,,,,3.71
USC00308932,"WALTON 2, NY US",5,28.6,1.9,,,,,,,,3.95
USC00308932,"WALTON 2, NY US",6,25.7,2.7,,,,,,,,4.22
USC00308932,"WALTON 2, NY US",7,26.6,2.4,,,,,,,,4.39
USC00308932,"WALTON 2, NY US",8,25.3,2.5,,,,,,,,3.99
USC00308932,"WALTON 2, NY US",9,25.1,2.7,,,,,,,,4.21
USC00308932,"WALTON 2, NY US",10,24.9,3.1,,,,,,,,3.97
USC00308932,"WALTON 2, NY US",11,20.8,2.6,,,,,,,,3.78
USC00308932,"WALTON 2, NY US",12,18.4,2.6,,,,,,,,3.27
USC00307329,"RUSHFORD, NY US",1,,,1.72,2.83,3.34,15.1,9.0,1.0,0.1,2.68
USC00307329,"RUSHFORD, NY US",2,,,1.26,1.87,2.72,11.4,6.7,0.9,0.1,2.07
USC00307329,"RUSHFORD, NY US",3,,,2.2,2.56,3.59,12.6,8.9,1.3,0.1,2.85
USC00307329,"RUSHFORD, NY US",4,,,2.37,3.23,4.02,13.4,9.5,1.7,0.1,3.24
USC00307329,"RUSHFORD, NY US",5,,,2.17,3.14,4.24,12.5,8.7,2.1,0.4,3.46
USC00307329,"RUSHFORD, NY US",6,,,2.52,4.13,5.57,12.9,9.6,2.6,0.9,4.22
USC00307329,"RUSHFORD, NY US",7,,,3.23,4.29,5.08,11.9,9.1,3.1,0.7,4.3
USC00307329,"RUSHFORD, NY US",8,,,3.03,3.56,4.62,11.1,8.1,2.4,0.8,3.8
USC00307329,"RUSHFORD, NY US",9,,,3.42,4.45,5.23,11.8,8.2,2.7,0.9,4.24
USC00307329,"RUSHFORD, NY US",10,,,2.53,3.37,4.44,12.5,8.5,2.4,0.3,3.51
USC00307329,"RUSHFORD, NY US",11,,,2.5,3.33,4.52,14.1,9.4,1.9,0.5,3.56
USC00307329,"RUSHFORD, NY US",12,,,2.04,3.04,4.07,14.4,8.5,1.3,0.2,3.01
USC00303065,"FRIENDSHIP 7 SW, NY US",1,,,1.96,2.68,3.58,18.0,8.2,1.3,0.2,2.94
USC00303065,"FRIENDSHIP 7 SW, NY US",3,,,2.41,3.36,3.74,15.3,8.3,1.7,0.5,3.21
USC00303065,"FRIENDSHIP 7 SW, NY US",4,,,2.83,3.71,4.45,14.8,9.3,2.1,0.5,3.66
USC00303065,"FRIENDSHIP 7 SW, NY US",5,,,2.65,3.35,4.53,13.6,8.9,2.6,0.4,3.79
USC00303065,"FRIENDSHIP 7 SW, NY US",6,,,3.63,4.77,6.44,13.9,9.7,3.4,1.1,4.86
USC00303065,"FRIENDSHIP 7 SW, NY US",7,,,3.29,4.04,5.75,12.3,9.0,3.3,1.0,4.51
USC00303065,"FRIENDSHIP 7 SW, NY US",9,,,2.8,3.94,4.93,12.2,8.6,2.9,1.0,4.16
USC00303065,"FRIENDSHIP 7 SW, NY US",10,,,2.65,3.35,4.91,14.3,9.2,2.3,0.6,3.76
USC00303065,"FRIENDSHIP 7 SW, NY US",11,,,2.75,3.56,4.86,16.6,9.1,2.2,0.5,3.77
USC00303065,"FRIENDSHIP 7 SW, NY US",12,,,2.41,2.97,4.0,18.1,8.9,1.6,0.2,3.22
USC00305426,"MOHONK LAKE, NY US",1,15.3,1.8,2.38,3.5,4.48,11.4,6.6,2.6,0.8,3.63
USC00305426,"MOHONK LAKE, NY US",2,16.8,1.8,2.12,2.86,3.83,9.1,6.2,2.2,0.9,3.27
USC00305426,"MOHONK LAKE, NY US",3,18.8,2.1,3.01,4.11,5.83,10.7,7.6,2.9,1.3,4.48
USC00305426,"MOHONK LAKE, NY US",4,21.0,1.5,2.92,3.57,4.87,11.5,7.3,2.8,1.1,4.21
USC00305426,"MOHONK LAKE, NY US",5,20.8,1.3,2.85,4.45,5.63,12.3,7.9,3.0,1.3,4.82
USC00305426,"MOHONK LAKE, NY US",6,19.6,1.6,2.26,3.83,5.98,11.8,7.7,3.2,1.2,4.56
USC00305426,"MOHONK LAKE, NY US",7,19.1,1.8,2.94,4.81,6.3,11.3,7.6,3.1,1.3,4.67
USC00305426,"MOHONK LAKE, NY US",8,17.9,1.6,2.63,4.54,5.34,10.8,6.9,2.9,1.3,4.41
USC00305426,"MOHONK LAKE, NY US",9,17.1,1.5,2.49,4.45,6.4,9.8,6.5,2.8,1.7,4.78
USC00305426,"MOHONK LAKE, NY US",10,16.5,1.4,2.53,3.99,6.2,10.0,6.1,3.0,1.5,4.81
USC00305426,"MOHONK LAKE, NY US",11,14.4,1.7,2.99,3.88,5.2,10.1,6.4,2.9,1.1,3.94
USW00094790,"WATERTOWN AIRPORT, NY US",1,19.8,2.9,1.56,2.28,3.27,16.3,7.3,1.0,0.2,2.66
USW00094790,"WATERTOWN AIRPORT, NY US",2,21.3,2.5,1.66,2.13,2.85,13.5,6.4,1.0,0.1,2.22
USW00094790,"WATERTOWN AIRPORT, NY US",3,20.1,2.0,1.59,2.04,2.72,12.3,6.2,1.2,0.3,2.3
USW00094790,"WATERTOWN AIRPORT, NY US",4,21.3,2.3,1.6,2.99,4.09,12.8,7.2,1.6,0.5,2.9
USW00094790,"WATERTOWN AIRPORT, NY US",5,22.5,2.4,2.23,2.74,4.29,12.4,7.7,1.8,0.3,3.07
USW00094790,"WATERTOWN AIRPORT, NY US",7,21.1,2.1,1.5,2.59,3.58,10.1,6.1,1.7,0.5,2.65
USW00094790,"WATERTOWN AIRPORT, NY US",8,21.7,1.9,1.89,3.03,3.96,10.2,6.2,2.0,0.6,3.15
USW00094790,"WATERTOWN AIRPORT, NY US",9,21.9,2.4,2.85,3.26,4.72,11.3,7.3,2.4,0.7,3.72
USW00094790,"WATERTOWN AIRPORT, NY US",10,20.0,2.1,2.79,3.14,4.46,13.6,8.4,2.4,0.6,3.65
USW00094790,"WATERTOWN AIRPORT, NY US",11,17.1,1.9,2.77,3.59,4.87,15.2,9.0,2.2,0.5,3.76
USW00094790,"WATERTOWN AIRPORT, NY US",12,17.2,3.1,2.15,2.75,3.81,16.5,8.6,1.8,0.2,3.15
USC00303184,"GENEVA RESEARCH FARM, NY US",1,14.9,1.7,0.99,1.46,1.98,13.5,4.6,0.6,0.2,1.71
USC00303184,"GENEVA RESEARCH FARM, NY US",3,16.5,1.9,1.44,2.09,3.39,11.7,5.9,1.3,0.2,2.35
USC00303184,"GENEVA RESEARCH FARM, NY US",4,18.8,2.1,1.87,2.72,3.75,12.9,7.0,1.7,0.2,2.85
USC00303184,"GENEVA RESEARCH FARM, NY US",5,20.4,1.6,1.95,2.56,4.53,12.7,7.4,2.0,0.4,3.06
USC00303184,"GENEVA RESEARCH FARM, NY US",6,19.5,1.6,2.34,3.83,4.85,12.3,8.0,2.6,0.7,3.67
USC00303184,"GENEVA RESEARCH FARM, NY US",7,19.0,1.5,1.98,3.21,4.81,11.6,7.6,2.4,0.7,3.47
USC00303184,"GENEVA RESEARCH FARM, NY US",8,19.1,1.6,1.95,2.8,3.78,11.7,7.1,1.8,0.5,3.05
USC00303184,"GENEVA RESEARCH FARM, NY US",9,19.4,1.9,2.69,3.06,4.22,12.7,7.0,2.2,0.7,3.48
USC00303184,"GENEVA RESEARCH FARM, NY US",10,18.0,1.7,2.43,2.94,4.07,14.6,7.6,1.9,0.5,3.33
USC00303184,"GENEVA RESEARCH FARM, NY US",11,14.9,1.8,2.08,2.61,3.79,12.9,6.9,1.7,0.4,2.86
USC00303184,"GENEVA RESEARCH FARM, NY US",12,13.4,2.0,1.62,2.16,2.74,11.7,5.7,1.3,0.2,2.21
USW00064758,"ITHACA 13 E, NY US",1,17.4,,,,,,,,,2.72
USW00064758,"ITHACA 13 E, NY US",2,17.6,,,,,,,,,2.36
USW00064758,"ITHACA 13 E, NY US",3,19.7,,,,,,,,,3.01
USW00064758,"ITHACA 13 E, NY US",4,22.8,,,,,,,,,3.71
USW00064758,"ITHACA 13 E, NY US",5,24.1,,,,,,,,,3.42
USW00064758,"ITHACA 13 E, NY US",6,22.3,,,,,,,,,4.41
USW00064758,"ITHACA 13 E, NY US",7,22.1,,,,,,,,,3.92
USW00064758,"ITHACA 13 E, NY US",9,21.7,,,,,,,,,3.93
USW00064758,"ITHACA 13 E, NY US",10,21.1,,,,,,,,,3.47
USW00064758,"ITHACA 13 E, NY US",11,16.5,,,,,,,,,3.45
USW00064758,"ITHACA 13 E, NY US",12,15.9,,,,,,,,,2.69
USW00064756,"MILLBROOK 3 W, NY US",1,18.2,,,,,,,,,3.33
USW00064756,"MILLBROOK 3 W, NY US",2,21.4,,,,,,,,,2.92
USW00064756,"MILLBROOK 3 W, NY US",3,22.7,,,,,,,,,3.75
USW00064756,"MILLBROOK 3 W, NY US",4,24.3,,,,,,,,,3.91
USW00064756,"MILLBROOK 3 W, NY US",6,23.3,,,,,,,,,4.59
USW00064756,"MILLBROOK 3 W, NY US",7,23.5,,,,,,,,,4.65
USW00064756,"MILLBROOK 3 W, NY US",8,23.1,,,,,,,,,4.22
USW00064756,"MILLBROOK 3 W, NY US",9,24.2,,,,,,,,,4.47
USW00064756,"MILLBROOK 3 W, NY US",10,24.5,,,,,,,,,4.22
USW00064756,"MILLBROOK 3 W, NY US",11,20.2,,,,,,,,,3.79
USW00064756,"MILLBROOK 3 W, NY US",12,17.7,,,,,,,,,3.78
USC00309072,"WELLSVILLE, NY US",1,18.0,,1.56,2.1,3.43,14.0,6.8,1.2,0.4,2.44
USC00309072,"WELLSVILLE, NY US",2,19.9,,1.1,1.54,2.19,11.1,5.4,0.6,0.1,1.69
USC00309072,"WELLSVILLE, NY US",3,22.7,,1.88,2.58,3.08,11.7,6.4,1.6,0.3,2.56
USC00309072,"WELLSVILLE, NY US",4,24.8,,2.28,3.17,4.13,11.7,7.6,1.9,0.4,3.16
USC00309072,"WELLSVILLE, NY US",5,27.3,,2.26,2.91,4.0,12.0,8.2,2.5,0.4,3.42
USC00309072,"WELLSVILLE, NY US",6,25.7,,2.52,3.93,6.04,12.3,8.3,2.8,0.9,4.28
USC00309072,"WELLSVILLE, NY US",7,25.2,,2.8,3.66,5.52,11.0,8.4,3.0,1.0,4.18
USC00309072,"WELLSVILLE, NY US",8,24.3,,2.63,3.06,5.22,10.7,7.3,2.5,1.0,3.82
USC00309072,"WELLSVILLE, NY US",10,22.6,,2.37,3.0,3.66,11.9,7.5,1.9,0.5,3.41
USC00309072,"WELLSVILLE, NY US",11,18.9,,2.11,2.48,3.65,12.4,6.9,1.5,0.6,2.8
USC00309072,"WELLSVILLE, NY US",12,16.5,,1.84,2.14,3.5,14.1,7.1,1.3,0.2,2.53
USC00306085,"NORWICH, NY US",1,20.0,2.0,1.91,2.6,3.68,16.1,7.7,1.7,0.4,3.02
USC00306085,"NORWICH, NY US",2,22.2,3.3,1.89,2.59,3.28,13.3,6.4,1.5,0.3,2.65
USC00306085,"NORWICH, NY US",3,23.7,2.3,2.57,3.16,3.87,13.9,7.4,2.1,0.7,3.33
USC00306085,"NORWICH, NY US",4,25.7,2.4,2.66,3.35,4.32,14.1,8.5,2.2,0.4,3.57
USC00306085,"NORWICH, NY US",5,28.0,2.0,2.31,3.18,4.61,13.8,8.4,2.4,0.5,3.69
USC00306085,"NORWICH, NY US",6,26.1,2.9,2.93,4.75,5.69,13.6,8.8,2.9,0.9,4.69
USC00306085,"NORWICH, NY US",7,25.4,2.3,2.55,3.61,4.95,12.8,8.0,2.8,0.6,3.89
USC00306085,"NORWICH, NY US",8,25.0,1.9,2.55,3.72,5.36,11.8,7.2,2.4,1.0,3.93
USC00306085,"NORWICH, NY US",9,24.5,3.0,2.3,4.25,4.98,12.3,7.3,2.6,1.0,4.01
USC00306085,"NORWICH, NY US",10,24.2,2.7,2.1,3.22,4.85,13.6,8.0,2.1,0.9,3.71
USC00306085,"NORWICH, NY US",11,19.9,2.5,2.87,3.49,4.15,14.8,7.5,2.0,0.7,3.5
USC00306085,"NORWICH, NY US",12,17.7,2.5,2.31,2.85,3.9,16.0,7.4,2.0,0.5,3.25
USC00301436,"CHERRY VALLEY 2 NNE, NY US",1,16.3,1.9,2.43,2.98,3.77,11.5,8.3,2.1,0.6,3.22
USC00301436,"CHERRY VALLEY 2 NNE, NY US",2,17.7,2.8,2.03,2.79,3.62,9.0,6.2,1.7,0.7,2.92
USC00301436,"CHERRY VALLEY 2 NNE, NY US",4,20.7,2.1,2.63,3.51,5.44,11.8,8.7,2.6,0.9,3.98
USC00301436,"CHERRY VALLEY 2 NNE, NY US",5,22.2,1.7,2.73,4.5,5.18,11.6,9.3,3.6,0.8,4.32
USC00301436,"CHERRY VALLEY 2 NNE, NY US",7,20.3,1.6,3.2,4.1,5.43,10.4,8.1,3.3,0.9,4.38
USC00301436,"CHERRY VALLEY 2 NNE, NY US",8,20.0,1.5,2.02,4.3,5.64,9.7,7.7,3.0,1.1,4.3
USC00301436,"CHERRY VALLEY 2 NNE, NY US",9,19.7,2.0,2.93,3.48,4.91,10.1,7.6,2.6,0.7,3.95
USC00301436,"CHERRY VALLEY 2 NNE, NY US",10,18.7,2.2,2.6,3.5,5.9,10.5,8.2,2.3,0.8,4.09
USC00301436,"CHERRY VALLEY 2 NNE, NY US",11,15.8,2.0,2.61,4.04,4.63,11.3,8.2,2.5,0.6,3.87
USC00301436,"CHERRY VALLEY 2 NNE, NY US",12,14.4,2.2,2.21,3.17,4.23,10.5,7.8,2.2,0.4,3.34
USC00308386,"SUNY ESF SYRACUSE, NY US",1,14.9,,,,,,,,,3.14
USC00308386,"SUNY ESF SYRACUSE, NY US",2,16.8,,,,,,,,,3.53
USC00308386,"SUNY ESF SYRACUSE, NY US",3,16.7,,,,,,,,,3.27
USC00308386,"SUNY ESF SYRACUSE, NY US",4,20.3,,,,,,,,,3.24
USC00308386,"SUNY ESF SYRACUSE, NY US",5,21.0,,,,,,,,,3.22
USC00308386,"SUNY ESF SYRACUSE, NY US",7,18.9,,,,,,,,,3.16
USC00308386,"SUNY ESF SYRACUSE, NY US",8,19.5,,,,,,,,,3.47
USC00308386,"SUNY ESF SYRACUSE, NY US",9,18.7,,,,,,,,,3.99
USC00308386,"SUNY ESF SYRACUSE, NY US",10,17.3,,,,,,,,,3.2
USC00308386,"SUNY ESF SYRACUSE, NY US",11,15.0,,,,,,,,,3.53
USC00308386,"SUNY ESF SYRACUSE, NY US",12,14.0,,,,,,,,,3.73
USC00302129,"DOBBS FERRY ARDSLEY, NY US",2,18.4,1.9,2.11,2.82,4.19,9.2,5.6,2.1,1.0,3.21
USC00302129,"DOBBS FERRY ARDSLEY, NY US",3,20.4,2.1,2.95,4.42,5.53,11.1,7.0,2.8,1.1,4.5
USC00302129,"DOBBS FERRY ARDSLEY, NY US",4,22.9,1.9,2.8,4.05,5.42,12.5,7.9,2.9,1.0,4.54
USC00302129,"DOBBS FERRY ARDSLEY, NY US",5,23.6,1.6,2.46,4.21,4.91,11.6,7.3,2.8,1.4,4.43
USC00302129,"DOBBS FERRY ARDSLEY, NY US",6,22.4,2.2,2.48,4.2,5.39,11.5,7.3,3.2,1.2,4.36
USC00302129,"DOBBS FERRY ARDSLEY, NY US",8,20.9,2.2,2.49,4.73,5.57,9.6,6.1,2.9,1.5,4.47
USC00302129,"DOBBS FERRY ARDSLEY, NY US",9,21.1,2.2,2.63,4.66,5.67,8.7,6.0,3.1,1.5,4.81
USC00302129,"DOBBS FERRY ARDSLEY, NY US",10,21.2,2.0,1.87,4.54,6.89,9.0,6.2,2.9,1.4,4.57
USC00302129,"DOBBS FERRY ARDSLEY, NY US",11,18.3,2.4,3.23,3.79,5.41,10.1,6.4,3.3,1.2,4.24
USC00302129,"DOBBS FERRY ARDSLEY, NY US",12,16.0,1.5,2.61,4.46,5.52,10.9,7.2,3.0,1.2,4.38
USC00300500,"BEAVER FALLS, NY US",1,,,2.73,3.4,3.94,16.8,8.5,1.2,0.3,3.36
USC00300500,"BEAVER FALLS, NY US",2,,,1.76,2.17,2.87,14.6,7.1,0.9,0.2,2.3
USC00300500,"BEAVER FALLS, NY US",3,,,1.63,2.43,3.3,14.6,5.9,0.9,0.2,2.56
USC00300500,"BEAVER FALLS, NY US",4,,,2.21,2.95,4.21,15.4,8.2,2.1,0.3,3.19
USC00300500,"BEAVER FALLS, NY US",5,,,2.43,2.97,4.64,14.8,8.1,2.1,0.6,3.42
USC00300500,"BEAVER FALLS, NY US",6,,,2.26,3.32,4.81,13.4,7.6,1.9,0.4,3.7
USC00300500,"BEAVER FALLS, NY US",7,,,2.42,4.04,4.87,11.3,6.4,2.1,0.6,3.88
USC00300500,"BEAVER FALLS, NY US",9,,,2.59,4.0,5.1,13.3,7.9,2.6,0.6,3.9
USC00300500,"BEAVER FALLS, NY US",10,,,3.05,3.5,5.65,14.8,8.4,2.3,0.6,4.03
USC00300500,"BEAVER FALLS, NY US",11,,,2.91,3.49,4.47,17.6,9.5,2.1,0.7,3.69
USC00300500,"BEAVER FALLS, NY US",12,,,2.29,2.94,3.57,17.6,7.8,1.1,0.3,2.97
USC00307210,"ROCK HILL 3 SW, NY US",1,20.1,,2.11,3.0,4.21,10.8,7.4,2.4,0.6,3.44
USC00307210,"ROCK HILL 3 SW, NY US",2,23.0,,1.99,2.85,4.08,9.3,6.3,2.0,0.6,3.25
USC00307210,"ROCK HILL 3 SW, NY US",3,26.5,,3.02,4.04,5.25,10.4,7.4,2.7,1.1,4.2
USC00307210,"ROCK HILL 3 SW, NY US",4,26.4,,2.71,4.0,5.51,11.3,7.3,3.1,1.1,4.31
USC00307210,"ROCK HILL 3 SW, NY US",5,26.9,,3.13,3.82,6.37,12.6,8.4,2.9,1.0,4.56
USC00307210,"ROCK HILL 3 SW, NY US",6,22.0,,3.26,4.5,6.78,11.1,8.0,3.2,1.2,4.7
USC00307210,"ROCK HILL 3 SW, NY US",7,22.5,,2.82,3.83,5.65,9.4,6.9,3.3,1.1,4.21
USC00307210,"ROCK HILL 3 SW, NY US",8,22.8,,3.05,4.08,5.26,9.6,7.3,3.2,1.3,4.13
USC00307210,"ROCK HILL 3 SW, NY US",11,19.7,,2.72,4.09,4.99,10.6,6.7,2.7,1.1,4.1
USC00307210,"ROCK HILL 3 SW, NY US",12,17.5,,2.41,3.84,5.66,10.8,7.0,2.9,1.1,4.03
USC00300343,"AVON, NY US",1,16.0,2.3,1.05,1.53,2.47,14.0,5.0,0.6,0.2,1.84
USC00300343,"AVON, NY US",2,17.5,2.3,1.07,1.44,2.02,11.8,4.0,0.9,0.1,1.6
USC00300343,"AVON, NY US",3,19.1,1.8,1.71,2.27,3.12,12.5,5.2,1.4,0.2,2.4
USC00300343,"AVON, NY US",4,21.6,2.5,1.88,2.78,3.56,12.3,6.3,1.7,0.4,2.67
USC00300343,"AVON, NY US",6,22.1,2.1,2.32,3.31,4.31,11.7,7.1,2.1,0.6,3.26
USC00300343,"AVON, NY US",7,22.0,2.0,2.04,3.14,4.5,11.4,7.2,2.3,0.6,3.4
USC00300343,"AVON, NY US",8,22.1,1.6,2.4,2.98,4.18,11.0,6.9,2.2,0.5,3.43
USC00300343,"AVON, NY US",9,22.3,2.0,2.47,3.22,3.99,11.6,7.2,2.1,0.5,3.35
USC00300343,"AVON, NY US",10,20.9,2.0,1.73,2.42,3.19,12.7,7.0,1.4,0.3,2.67
USC00300343,"AVON, NY US",11,16.9,2.3,1.98,2.33,3.5,12.9,6.6,1.8,0.3,2.72
USC00300343,"AVON, NY US",12,14.5,2.3,1.32,2.1,2.83,13.5,5.5,1.0,0.2,2.13
USC00305310,"MIDDLETOWN 2 NW, NY US",1,16.9,2.1,1.52,2.46,3.25,8.6,6.1,1.9,0.3,2.71
USC00305310,"MIDDLETOWN 2 NW, NY US",2,18.9,2.4,1.56,2.02,2.94,6.9,5.1,1.8,0.3,2.39
USC00305310,"MIDDLETOWN 2 NW, NY US",3,20.7,2.6,2.21,2.96,3.98,8.3,6.2,2.0,0.8,3.13
USC00305310,"MIDDLETOWN 2 NW, NY US",4,21.8,1.8,2.5,3.73,4.94,9.7,7.2,2.8,1.1,3.94
USC00305310,"MIDDLETOWN 2 NW, NY US",5,22.5,1.4,2.8,3.5,5.51,11.1,7.9,2.8,1.1,4.14
USC00305310,"MIDDLETOWN 2 NW, NY US",6,21.2,2.1,2.81,3.79,6.15,10.4,8.2,3.2,1.3,4.44
USC00305310,"MIDDLETOWN 2 NW, NY US",7,20.5,1.7,2.16,3.53,5.3,9.1,7.4,2.7,1.0,4.05
USC00305310,"MIDDLETOWN 2 NW, NY US",8,20.5,1.8,2.36,3.96,5.37,9.0,6.3,2.7,1.2,4.08
USC00305310,"MIDDLETOWN 2 NW, NY US",9,20.6,2.0,2.5,3.38,6.43,7.9,5.8,2.6,1.3,4.09
USC00305310,"MIDDLETOWN 2 NW, NY US",10,20.5,2.2,1.85,3.8,5.22,8.1,6.1,2.6,1.1,4.05
USC00305310,"MIDDLETOWN 2 NW, NY US",12,15.0,1.8,2.1,3.12,4.79,8.6,6.3,2.3,0.8,3.36
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",1,12.9,1.3,2.0,3.0,4.14,10.5,5.9,2.1,0.7,3.16
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2,13.7,1.6,1.73,2.22,3.11,9.6,5.6,1.6,0.6,2.59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",3,14.9,1.5,2.39,3.58,4.49,11.0,7.0,2.6,1.0,3.78
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",4,15.6,1.4,2.75,3.8,4.69,11.4,6.6,2.5,1.1,3.87
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",5,15.7,1.7,2.81,3.52,4.4,11.5,7.0,2.7,1.0,3.94
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",7,14.6,1.2,2.63,3.69,5.51,9.4,6.4,2.8,1.2,4.08
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",8,14.1,1.0,2.07,3.31,5.84,8.7,5.6,2.2,1.1,3.68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",9,14.5,1.5,2.02,3.08,4.38,8.1,5.5,2.4,0.9,3.5
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",10,14.9,1.3,1.52,3.41,5.03,8.5,5.4,2.5,1.0,3.62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",11,13.6,1.4,1.95,2.96,4.3,9.4,6.1,2.4,0.8,3.3
USC00302366,"EAST JEWETT, NY US",2,23.3,3.0,,,,,,,,2.96
USC00302366,"EAST JEWETT, NY US",3,23.5,2.2,,,,,,,,4.29
USC00302366,"EAST JEWETT, NY US",4,24.6,2.8,,,,,,,,4.41
USC00302366,"EAST JEWETT, NY US",5,26.3,2.1,,,,,,,,4.26
USC00302366,"EAST JEWETT, NY US",6,25.7,2.7,,,,,,,,4.43
USC00302366,"EAST JEWETT, NY US",7,25.5,1.8,,,,,,,,4.43
USC00302366,"EAST JEWETT, NY US",8,25.7,1.6,,,,,,,,3.92
USC00302366,"EAST JEWETT, NY US",9,26.0,3.4,,,,,,,,4.61
USC00302366,"EAST JEWETT, NY US",10,24.7,3.1,,,,,,,,5.14
USC00302366,"EAST JEWETT, NY US",11,20.5,2.4,,,,,,,,4.41
USC00302366,"EAST JEWETT, NY US",12,18.7,2.2,,,,,,,,3.92
USC00303851,"HIGHMARKET, NY US",2,,,2.8,3.44,4.37,15.5,9.0,2.0,0.4,3.45
USC00303851,"HIGHMARKET, NY US",3,,,2.27,3.65,4.42,14.9,9.0,2.2,0.7,3.6
USC00303851,"HIGHMARKET, NY US",4,,,2.73,3.85,5.26,13.2,8.2,2.4,0.6,3.83
USC00303851,"HIGHMARKET, NY US",5,,,2.69,4.57,6.09,14.3,9.0,3.0,0.9,4.55
